HOG	OG	Gene Tree Parent Clade	19222_Sid_GoodCoral_500lnThresh_Final	29422_past_LongestContig_suffixed
N0.HOG0003325	OG0003209	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19058, Siderastrea_Mexico_Barshis-Radice_Host_contig14338	
N0.HOG0003326	OG0003210	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01861, Siderastrea_Mexico_Barshis-Radice_Host_contig04976	
N0.HOG0003327	OG0003211	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15884	isotig16294_Past
N0.HOG0003328	OG0003212	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02100	isotig04477_Past
N0.HOG0003329	OG0003213	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02101	isotig04438_Past
N0.HOG0003330	OG0003214	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12272	isotig03174_Past
N0.HOG0003331	OG0003215	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12279	isotig03732_Past
N0.HOG0003332	OG0003216	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02146	isotig16903_Past
N0.HOG0003333	OG0003217	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11402	GCKDGN101CJL63_Past
N0.HOG0003334	OG0003218	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17732	isotig16323_Past
N0.HOG0003335	OG0003219	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17631, Siderastrea_Mexico_Barshis-Radice_Host_contig17730	
N0.HOG0003336	OG0003220	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11400	isotig01618_Past
N0.HOG0003337	OG0003221	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06842	isotig03622_Past
N0.HOG0003338	OG0003222	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15269	isotig26575_Past
N0.HOG0003339	OG0003223	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00713	isotig01490_Past
N0.HOG0003340	OG0003224	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15852	isotig15244_Past
N0.HOG0003341	OG0003225	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09277	GCKDGN103FMYBR_Past
N0.HOG0003342	OG0003226	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15678	GCKDGN103GO7C6_Past
N0.HOG0003343	OG0003227	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15670, Siderastrea_Mexico_Barshis-Radice_Host_contig09633	
N0.HOG0003344	OG0003228	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17798	isotig24162_Past
N0.HOG0003345	OG0003229	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15673	isotig07121_Past
N0.HOG0003346	OG0003230	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08192	isotig21624_Past
N0.HOG0003347	OG0003231	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05716, Siderastrea_Mexico_Barshis-Radice_Host_contig19067	
N0.HOG0003348	OG0003232	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02394	isotig04971_Past
N0.HOG0003349	OG0003233	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01004	isotig15781_Past
N0.HOG0003350	OG0003234	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16368	isotig06509_Past
N0.HOG0003351	OG0003235	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09061	isotig09083_Past
N0.HOG0003352	OG0003236	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11995, Siderastrea_Mexico_Barshis-Radice_Host_contig04208	
N0.HOG0003353	OG0003237	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11994	isotig09063_Past
N0.HOG0003354	OG0003238	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13739	GCKDGN103GN9CI_Past
N0.HOG0003355	OG0003239	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16792, Siderastrea_Mexico_Barshis-Radice_Host_contig18618	
N0.HOG0003356	OG0003240	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13994	isotig17535_Past
N0.HOG0003357	OG0003241	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18343	GCKDGN103F2F8H_Past
N0.HOG0003358	OG0003242	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18340	isotig04084_Past
N0.HOG0003359	OG0003243	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02295	isotig09776_Past
N0.HOG0003360	OG0003244	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08598	isotig01730_Past
N0.HOG0003361	OG0003245	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17153	isotig04459_Past
N0.HOG0003362	OG0003246	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13598, Siderastrea_Mexico_Barshis-Radice_Host_contig06404	
N0.HOG0003363	OG0003247	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09523	isotig12100_Past
N0.HOG0003364	OG0003248	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12468	isotig12703_Past
N0.HOG0003365	OG0003249	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03521	GCKDGN101BL71W_Past
N0.HOG0003366	OG0003250	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12640	isotig09064_Past
N0.HOG0003367	OG0003251	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16772	isotig06769_Past
N0.HOG0003368	OG0003252	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10912	isotig03295_Past
N0.HOG0003369	OG0003253	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02713	GCKDGN101AL800_Past
N0.HOG0003370	OG0003254	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15970, Siderastrea_Mexico_Barshis-Radice_Host_contig06686	
N0.HOG0003371	OG0003255	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16610	isotig05735_Past
N0.HOG0003372	OG0003256	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11342	isotig08622_Past
N0.HOG0003373	OG0003257	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05962	isotig12776_Past
N0.HOG0003374	OG0003258	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01270	GCKDGN102ETQCJ_Past
N0.HOG0003375	OG0003259	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01279	GCKDGN103GLLR5_Past
N0.HOG0003376	OG0003260	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02864	GE912258_Past
N0.HOG0003377	OG0003261	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08291	isotig09969_Past
N0.HOG0003378	OG0003262	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10740	isotig10192_Past
N0.HOG0003379	OG0003263	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18151	isotig10397_Past
N0.HOG0003380	OG0003264	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08071	GCKDGN102DHRYC_Past
N0.HOG0003381	OG0003265	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10536	isotig16070_Past
N0.HOG0003382	OG0003266	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00859, Siderastrea_Mexico_Barshis-Radice_Host_contig10530	
N0.HOG0003383	OG0003267	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10531, Siderastrea_Mexico_Barshis-Radice_Host_contig12560	
N0.HOG0003384	OG0003268	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11831, Siderastrea_Mexico_Barshis-Radice_Host_contig16969	
N0.HOG0003385	OG0003269	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19189, Siderastrea_Mexico_Barshis-Radice_Host_contig05035	
N0.HOG0003386	OG0003270	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13690	isotig03531_Past
N0.HOG0003387	OG0003271	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16189, Siderastrea_Mexico_Barshis-Radice_Host_contig15952	
N0.HOG0003388	OG0003272	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16187	isotig16902_Past
N0.HOG0003389	OG0003273	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14314	isotig04953_Past
N0.HOG0003390	OG0003274	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17366	isotig05458_Past
N0.HOG0003391	OG0003275	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06533	isotig30030_Past
N0.HOG0003392	OG0003276	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01472, Siderastrea_Mexico_Barshis-Radice_Host_contig00795	
N0.HOG0003393	OG0003277	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00794	isotig06493_Past
N0.HOG0003394	OG0003278	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09219	isotig15410_Past
N0.HOG0003395	OG0003279	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12258	isotig10195_Past
N0.HOG0003396	OG0003280	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02040	isotig16793_Past
N0.HOG0003397	OG0003281	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14900	isotig04838_Past
N0.HOG0003398	OG0003282	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04812	isotig09274_Past
N0.HOG0003399	OG0003283	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04810	isotig02264_Past
N0.HOG0003400	OG0003284	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05907	isotig06527_Past
N0.HOG0003401	OG0003285	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04819	isotig01066_Past
N0.HOG0003402	OG0003286	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03603	GCKDGN102EDPQD_Past
N0.HOG0003403	OG0003287	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16464, Siderastrea_Mexico_Barshis-Radice_Host_contig04609	
N0.HOG0003404	OG0003288	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13464	isotig25207_Past
N0.HOG0003405	OG0003289	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00691	isotig05384_Past
N0.HOG0003406	OG0003290	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08321	isotig05670_Past
N0.HOG0003407	OG0003291	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07776	isotig09899_Past
N0.HOG0003408	OG0003292	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05555	isotig07369_Past
N0.HOG0003409	OG0003293	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03702	isotig15519_Past
N0.HOG0003410	OG0003294	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03700	isotig10560_Past
N0.HOG0003411	OG0003295	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05287, Siderastrea_Mexico_Barshis-Radice_Host_contig10815	
N0.HOG0003412	OG0003296	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01021	isotig18630_Past
N0.HOG0003413	OG0003297	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09001	isotig04991_Past
N0.HOG0003414	OG0003298	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14477	isotig01034_Past
N0.HOG0003415	OG0003299	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19265	isotig10296_Past
N0.HOG0003416	OG0003300	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10662	isotig07540_Past
N0.HOG0003417	OG0003301	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10666	isotig30957_Past
N0.HOG0003418	OG0003302	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00811	isotig17852_Past
N0.HOG0003419	OG0003303	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12401	isotig17254_Past
N0.HOG0003420	OG0003304	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11196	isotig01380_Past
N0.HOG0003421	OG0003305	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08079	isotig03154_Past
N0.HOG0003422	OG0003306	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00789	isotig01540_Past
N0.HOG0003423	OG0003307	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17178	isotig03202_Past
N0.HOG0003424	OG0003308	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10304	GCKDGN102D1HXS_Past
N0.HOG0003425	OG0003309	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06144	isotig13626_Past
N0.HOG0003426	OG0003310	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16797	isotig22412_Past
N0.HOG0003427	OG0003311	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10937	isotig18546_Past
N0.HOG0003428	OG0003312	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04361	isotig05366_Past
N0.HOG0003429	OG0003313	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11189	isotig06343_Past
N0.HOG0003430	OG0003314	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01964, Siderastrea_Mexico_Barshis-Radice_Host_contig02717	
N0.HOG0003431	OG0003315	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05526, Siderastrea_Mexico_Barshis-Radice_Host_contig07544	
N0.HOG0003432	OG0003316	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19209	isotig28773_Past
N0.HOG0003433	OG0003317	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09546	isotig14598_Past
N0.HOG0003434	OG0003318	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19205	isotig05710_Past
N0.HOG0003435	OG0003319	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07077, Siderastrea_Mexico_Barshis-Radice_Host_contig17940	
N0.HOG0003436	OG0003320	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11320	isotig12644_Past
N0.HOG0003437	OG0003321	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16913	isotig12010_Past
N0.HOG0003438	OG0003322	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05672	isotig25793_Past
N0.HOG0003439	OG0003323	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05498	isotig14410_Past
N0.HOG0003440	OG0003324	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18137	isotig00851_Past
N0.HOG0003441	OG0003325	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13372, Siderastrea_Mexico_Barshis-Radice_Host_contig05786	
N0.HOG0003442	OG0003326	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10495	isotig15241_Past
N0.HOG0003443	OG0003327	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05056	isotig15690_Past
N0.HOG0003444	OG0003328	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13679	isotig11796_Past
N0.HOG0003445	OG0003329	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09636	isotig17095_Past
N0.HOG0003446	OG0003330	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16005	isotig03068_Past
N0.HOG0003447	OG0003331	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16001, Siderastrea_Mexico_Barshis-Radice_Host_contig07244	
N0.HOG0003448	OG0003332	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14379, Siderastrea_Mexico_Barshis-Radice_Host_contig15116	
N0.HOG0003449	OG0003333	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14376	isotig19885_Past
N0.HOG0003450	OG0003334	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14372, Siderastrea_Mexico_Barshis-Radice_Host_contig02065	
N0.HOG0003451	OG0003335	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14370	isotig06428_Past
N0.HOG0003452	OG0003336	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13411	isotig24069_Past
N0.HOG0003453	OG0003337	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18864	isotig06530_Past
N0.HOG0003454	OG0003338	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01536	isotig03247_Past
N0.HOG0003455	OG0003339	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14110	isotig14326_Past
N0.HOG0003456	OG0003340	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04603	GE911569_Past
N0.HOG0003457	OG0003341	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09108	isotig07302_Past
N0.HOG0003458	OG0003342	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02918	isotig07249_Past
N0.HOG0003459	OG0003343	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17776	isotig11644_Past
N0.HOG0003460	OG0003344	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07482	isotig05773_Past
N0.HOG0003461	OG0003345	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06882	isotig10790_Past
N0.HOG0003462	OG0003346	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03676	isotig00605_Past
N0.HOG0003463	OG0003347	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09587	isotig10409_Past
N0.HOG0003464	OG0003348	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07285	isotig03162_Past
N0.HOG0003465	OG0003349	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07173	GCKDGN101ASTEI_Past
N0.HOG0003466	OG0003350	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11502	isotig10851_Past
N0.HOG0003467	OG0003351	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04482	isotig20730_Past
N0.HOG0003468	OG0003352	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00390	isotig13929_Past
N0.HOG0003469	OG0003353	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07025	isotig15348_Past
N0.HOG0003470	OG0003354	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07028, Siderastrea_Mexico_Barshis-Radice_Host_contig19224	
N0.HOG0003471	OG0003355	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01802	isotig04108_Past
N0.HOG0003472	OG0003356	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09029	isotig13818_Past
N0.HOG0003473	OG0003357	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10783	isotig05981_Past
N0.HOG0003474	OG0003358	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01800	GCKDGN101B8GBL_Past
N0.HOG0003475	OG0003359	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08683	isotig15078_Past
N0.HOG0003476	OG0003360	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07305	GCKDGN103FL9WH_Past
N0.HOG0003477	OG0003361	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18657	isotig04659_Past
N0.HOG0003478	OG0003362	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18300	isotig10507_Past
N0.HOG0003479	OG0003363	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08738	isotig13729_Past
N0.HOG0003480	OG0003364	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15008	isotig31297_Past
N0.HOG0003481	OG0003365	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01324	isotig06081_Past
N0.HOG0003482	OG0003366	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03874	isotig27482_Past
N0.HOG0003483	OG0003367	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17521	GCKDGN102DYLAY_Past
N0.HOG0003484	OG0003368	-	Siderastrea_Mexico_Barshis-Radice_Host_contig10680	isotig30703_Past
N0.HOG0003485	OG0003369	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16463, Siderastrea_Mexico_Barshis-Radice_Host_contig12935	
N0.HOG0003486	OG0003370	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15006	isotig21973_Past
N0.HOG0003487	OG0003371	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16224	isotig14517_Past
N0.HOG0003488	OG0003372	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16225	isotig07201_Past
N0.HOG0003489	OG0003373	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13086	GCKDGN101A9IY8_Past
N0.HOG0003490	OG0003374	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07300	isotig15555_Past
N0.HOG0003491	OG0003375	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07038	isotig01056_Past
N0.HOG0003492	OG0003376	-	Siderastrea_Mexico_Barshis-Radice_Host_contig05619	GCKDGN103GYAN7_Past
N0.HOG0003493	OG0003377	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12688	isotig11049_Past
N0.HOG0003494	OG0003378	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09741	isotig15254_Past
N0.HOG0003495	OG0003379	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13334	isotig08764_Past
N0.HOG0003496	OG0003380	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02086	GCKDGN102DG83U_Past
N0.HOG0003497	OG0003381	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07221	isotig08231_Past
N0.HOG0003498	OG0003382	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11244	GCKDGN103FODR0_Past
N0.HOG0003499	OG0003383	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11243	isotig01146_Past
N0.HOG0003500	OG0003384	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19170	isotig14384_Past
N0.HOG0003501	OG0003385	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17347	isotig11837_Past
N0.HOG0003502	OG0003386	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04038	isotig00358_Past
N0.HOG0003503	OG0003387	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04039	isotig16330_Past
N0.HOG0003504	OG0003388	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14934, Siderastrea_Mexico_Barshis-Radice_Host_contig05191	
N0.HOG0003505	OG0003389	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00236	isotig09642_Past
N0.HOG0003506	OG0003390	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00233	isotig03858_Past
N0.HOG0003507	OG0003391	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08257	isotig03833_Past
N0.HOG0003508	OG0003392	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08250	isotig00669_Past
N0.HOG0003509	OG0003393	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16968	isotig20044_Past
N0.HOG0003510	OG0003394	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08033	isotig01196_Past
N0.HOG0003511	OG0003395	-	Siderastrea_Mexico_Barshis-Radice_Host_contig06888	isotig03614_Past
N0.HOG0003512	OG0003396	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11874	isotig03954_Past
N0.HOG0003513	OG0003397	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14689	isotig03805_Past
N0.HOG0003514	OG0003398	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17097	isotig06499_Past
N0.HOG0003515	OG0003399	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17090	isotig13784_Past
N0.HOG0003516	OG0003400	-	Siderastrea_Mexico_Barshis-Radice_Host_contig09617	isotig03947_Past
N0.HOG0003517	OG0003401	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16878	isotig09382_Past
N0.HOG0003518	OG0003402	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19046	isotig03515_Past
N0.HOG0003519	OG0003403	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16921	GCKDGN103FY3I5_Past
N0.HOG0003520	OG0003404	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19045	isotig12700_Past
N0.HOG0003521	OG0003405	-	Siderastrea_Mexico_Barshis-Radice_Host_contig14351, Siderastrea_Mexico_Barshis-Radice_Host_contig18880	
N0.HOG0003522	OG0003406	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01512	isotig04694_Past
N0.HOG0003523	OG0003407	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19042	isotig19081_Past
N0.HOG0003524	OG0003408	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18848	GCKDGN101AYHWS_Past
N0.HOG0003525	OG0003409	-	Siderastrea_Mexico_Barshis-Radice_Host_contig11984	GCKDGN102D7AOX_Past
N0.HOG0003526	OG0003410	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16748	isotig05669_Past
N0.HOG0003527	OG0003411	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02012	isotig09089_Past
N0.HOG0003528	OG0003412	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13455	isotig05063_Past
N0.HOG0003529	OG0003413	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04850	isotig13625_Past
N0.HOG0003530	OG0003414	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04536	isotig08862_Past
N0.HOG0003531	OG0003415	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15560	isotig05036_Past
N0.HOG0003532	OG0003416	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13286	isotig13084_Past
N0.HOG0003533	OG0003417	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03650	isotig03827_Past
N0.HOG0003534	OG0003418	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02690	isotig20097_Past
N0.HOG0003535	OG0003419	-	Siderastrea_Mexico_Barshis-Radice_Host_contig17132	isotig19978_Past
N0.HOG0003536	OG0003420	-	Siderastrea_Mexico_Barshis-Radice_Host_contig01476	isotig17544_Past
N0.HOG0003537	OG0003421	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16311	isotig28634_Past
N0.HOG0003538	OG0003422	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04724	isotig09427_Past
N0.HOG0003539	OG0003423	-	Siderastrea_Mexico_Barshis-Radice_Host_contig15118	GCKDGN101BQS1Q_Past
N0.HOG0003540	OG0003424	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00580, Siderastrea_Mexico_Barshis-Radice_Host_contig14450	
N0.HOG0003541	OG0003425	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03620	isotig08044_Past
N0.HOG0003542	OG0003426	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07249, Siderastrea_Mexico_Barshis-Radice_Host_contig18675	
N0.HOG0003543	OG0003427	-	Siderastrea_Mexico_Barshis-Radice_Host_contig12763, Siderastrea_Mexico_Barshis-Radice_Host_contig15743	
N0.HOG0003544	OG0003428	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02129	isotig15845_Past
N0.HOG0003545	OG0003429	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08751	isotig08920_Past
N0.HOG0003546	OG0003430	-	Siderastrea_Mexico_Barshis-Radice_Host_contig18393	isotig13640_Past
N0.HOG0003547	OG0003431	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03853	isotig03434_Past
N0.HOG0003548	OG0003432	-	Siderastrea_Mexico_Barshis-Radice_Host_contig03857	isotig19728_Past
N0.HOG0003549	OG0003433	-	Siderastrea_Mexico_Barshis-Radice_Host_contig13352	isotig21512_Past
N0.HOG0003550	OG0003434	-	Siderastrea_Mexico_Barshis-Radice_Host_contig16791	isotig29141_Past
N0.HOG0003551	OG0003435	-	Siderastrea_Mexico_Barshis-Radice_Host_contig02064	GCKDGN101A4WM3_Past
N0.HOG0003552	OG0003436	-	Siderastrea_Mexico_Barshis-Radice_Host_contig19247	GCKDGN102ERQXH_Past
N0.HOG0003553	OG0003437	-	Siderastrea_Mexico_Barshis-Radice_Host_contig07845	isotig27656_Past
N0.HOG0003554	OG0003438	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04052	isotig03400_Past
N0.HOG0003555	OG0003439	-	Siderastrea_Mexico_Barshis-Radice_Host_contig04050	isotig03153_Past
N0.HOG0003556	OG0003440	-	Siderastrea_Mexico_Barshis-Radice_Host_contig08663, Siderastrea_Mexico_Barshis-Radice_Host_contig08588	
N0.HOG0003557	OG0003441	-	Siderastrea_Mexico_Barshis-Radice_Host_contig00218	isotig03244_Past
