Orthogroup	29422_past_LongestContig_suffixed	19222_Sid_GoodCoral_500lnThresh_Final
OG0002614	GCKDGN101B7C7X_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05334
OG0002615	isotig06612_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05330
OG0002617	isotig03441_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13810
OG0002618	isotig29209_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01676
OG0002619	GCKDGN102EG3OC_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14659
OG0002620	isotig08388_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11246
OG0002621	isotig09037_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12319
OG0002622	isotig32805_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07866
OG0002623	isotig03355_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09339
OG0002624	isotig04060_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07868
OG0002628	isotig01626_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18892
OG0002629	isotig04185_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18891
OG0002630	isotig31082_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10771
OG0002631	isotig27028_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16399
OG0002632	isotig03776_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16396
OG0002635	isotig07838_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04882
OG0002636	isotig04307_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08807
OG0002637	isotig08510_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15452
OG0002639	isotig20844_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12271
OG0002640	isotig00989_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14892
OG0002641	isotig04672_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07055
OG0002642	GCKDGN102DB6DC_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07051
OG0002643	isotig05667_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07050
OG0002644	isotig09100_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08940
OG0002646	isotig04610_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14655
OG0002647	isotig08952_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15458
OG0002648	isotig05908_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11148
OG0002652	GCKDGN101AWEEQ_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08414
OG0002653	isotig03221_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08415
OG0002655	isotig11666_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18965
OG0002656	isotig15521_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18392
OG0002657	isotig08400_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18395
OG0002658	isotig06347_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18396
OG0002661	GCKDGN101BSYAR_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00557
OG0002662	isotig06549_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05102
OG0002663	isotig07767_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05101
OG0002664	GCKDGN101B7MC4_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05107
OG0002665	GCKDGN103GT1OG_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00881
OG0002666	isotig07224_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12948
OG0002669	isotig16516_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13014
OG0002671	isotig07748_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02578
OG0002672	GCKDGN103GSQKS_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07734
OG0002673	isotig06839_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11709
OG0002674	isotig00823_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03429
OG0002675	isotig10939_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12057
OG0002676	isotig08278_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09341
OG0002677	isotig03364_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09616
OG0002678	isotig10884_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig19149
OG0002679	isotig12080_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08882
OG0002681	isotig05600_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13830
OG0002683	isotig13791_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09139
OG0002687	isotig05603_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11888
OG0002688	isotig28717_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14677
OG0002689	GCKDGN102C76SZ_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08625
OG0002690	isotig20146_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08626
OG0002691	GCKDGN101CAONE_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08628
OG0002692	isotig12076_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13484
OG0002693	GCKDGN102EBB8Z_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13482
OG0002694	GCKDGN103GCC94_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18560
OG0002695	isotig12850_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18569
OG0002696	isotig03078_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12537
OG0002697	isotig24406_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12282
OG0002699	isotig09607_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05925
OG0002701	GCKDGN102ESXEA_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17189
OG0002703	isotig20131_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11572
OG0002704	isotig06930_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17834
OG0002706	isotig00446_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02595
OG0002708	isotig05797_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02597
OG0002709	isotig20597_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01326
OG0002711	isotig03388_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01320
OG0002713	isotig01118_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04745
OG0002714	GCKDGN103FSBIQ_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05206
OG0002716	isotig06868_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09982
OG0002718	isotig21704_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04293
OG0002719	isotig03132_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08435
OG0002720	GCKDGN103F9ONJ_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08437
OG0002721	isotig05181_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10560
OG0002723	isotig23549_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05165
OG0002724	isotig05221_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05160
OG0002725	isotig21952_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07982
OG0002727	isotig13546_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04859
OG0002729	isotig14416_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17649
OG0002730	isotig17518_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17647
OG0002732	GCKDGN101BB95I_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07176
OG0002733	isotig30056_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12074
OG0002734	isotig13771_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03743
OG0002736	isotig03243_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16518
OG0002738	isotig28565_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01570
OG0002739	isotig18183_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07402
OG0002741	isotig16357_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03359
OG0002743	isotig26372_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04176
OG0002744	isotig14408_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18753
OG0002745	isotig15919_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18766
OG0002746	isotig08576_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18762
OG0002747	GCKDGN102EDJSY_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09806
OG0002748	isotig06926_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15693
OG0002749	isotig21153_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18589
OG0002750	GCKDGN101BX3GP_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18587
OG0002752	isotig03289_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06611
OG0002753	isotig06205_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15528
OG0002754	isotig03356_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08631
OG0002755	isotig05395_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16358
OG0002756	GCKDGN102EN0MG_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01574
OG0002757	isotig12281_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15971
OG0002758	isotig05720_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06058
OG0002759	GCKDGN103F660J_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06057
OG0002760	isotig09241_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13206
OG0002762	isotig03324_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01494
OG0002763	isotig06983_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14780
OG0002764	isotig09433_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17584
OG0002768	isotig05862_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10603
OG0002769	isotig10705_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14852
OG0002770	isotig04457_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14850
OG0002773	isotig03911_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07611
OG0002774	GCKDGN102E2C80_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07092
OG0002775	isotig13598_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07097
OG0002777	isotig01054_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15323
OG0002778	isotig17493_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14453
OG0002779	isotig17621_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15060
OG0002781	isotig11200_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05143
OG0002782	isotig14792_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15900
OG0002783	isotig14735_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03564
OG0002784	isotig10174_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05631
OG0002785	isotig06975_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01705
OG0002787	GCKDGN102DY604_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08938
OG0002788	isotig08481_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01642
OG0002791	isotig17316_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16843
OG0002792	isotig25414_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16840
OG0002793	isotig03608_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16846
OG0002794	isotig12161_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18249
OG0002795	isotig30814_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11747
OG0002796	GCKDGN103GXD3B_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16161
OG0002797	isotig03788_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14510
OG0002799	isotig09033_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09531
OG0002800	GCKDGN102C7ENM_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12090
OG0002802	isotig03413_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07396
OG0002804	isotig09993_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08840
OG0002807	isotig10666_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13051
OG0002808	isotig02850_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05823
OG0002810	isotig05090_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12836
OG0002812	isotig23831_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13919
OG0002813	isotig02470_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17217
OG0002814	isotig01176_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18039
OG0002815	isotig07711_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18038
OG0002817	GCKDGN102E1CX4_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18745
OG0002818	isotig24302_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09393
OG0002820	isotig01532_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09494
OG0002821	isotig03545_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06424
OG0002823	GCKDGN103G5K0S_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10069
OG0002825	isotig22577_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00707
OG0002826	isotig18526_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18706
OG0002828	isotig05900_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16085
OG0002830	isotig10386_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13267
OG0002831	GCKDGN102D8QDD_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15435
OG0002833	isotig04120_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11680
OG0002834	GCKDGN103FY9JA_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05531
OG0002835	isotig07546_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02084
OG0002836	GCKDGN103HKJLF_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16659
OG0002839	isotig05795_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15965
OG0002840	isotig09875_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11539
OG0002841	GCKDGN101ANFBG_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12134
OG0002842	isotig07151_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01519
OG0002843	isotig06814_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08352
OG0002844	isotig01044_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06962
OG0002845	isotig11348_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06967
OG0002849	isotig28405_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03280
OG0002850	isotig07656_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08471
OG0002851	isotig14003_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06632
OG0002852	isotig15562_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14163
OG0002853	isotig23425_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig19124
OG0002854	isotig11675_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08676
OG0002856	isotig12022_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05611
OG0002857	isotig05199_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01728
OG0002858	isotig08956_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18484
OG0002859	isotig14178_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09704
OG0002860	GCKDGN101CCKPS_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04114
OG0002861	isotig21938_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07066
OG0002862	isotig03370_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18269
OG0002863	isotig08426_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02393
OG0002864	isotig03172_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10478
OG0002865	isotig01014_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00518
OG0002867	isotig08336_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00938
OG0002868	isotig07777_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06397
OG0002870	GCKDGN102EMBL6_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03708
OG0002871	isotig05655_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03703
OG0002872	isotig05521_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11383
OG0002873	GCKDGN103FUM0R_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02859
OG0002875	isotig08872_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17791
OG0002876	GCKDGN102DDC02_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17794
OG0002877	isotig08471_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17799
OG0002878	isotig25959_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08865
OG0002879	isotig22829_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01474
OG0002880	isotig10469_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12854
OG0002883	GCKDGN103FWBA8_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15849
OG0002884	isotig16971_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14344
OG0002885	isotig25684_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15840
OG0002887	isotig06972_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06406
OG0002888	isotig03483_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08644
OG0002889	isotig04483_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02435
OG0002891	GCKDGN103GXP9H_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00721
OG0002893	isotig21922_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13796
OG0002896	isotig05610_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09746
OG0002897	isotig04613_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11389
OG0002898	isotig13742_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17547
OG0002899	isotig18753_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02640
OG0002901	isotig12890_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14815
OG0002902	isotig28192_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14814
OG0002904	isotig04772_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01988
OG0002909	isotig28524_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04589
OG0002912	isotig07465_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07633
OG0002913	GCKDGN103F61EM_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07634
OG0002914	isotig12398_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05988
OG0002915	GCKDGN102DVMG3_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08526
OG0002916	isotig20349_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01299
OG0002918	isotig05241_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01749
OG0002919	isotig04327_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18469
OG0002920	isotig10427_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18460
OG0002922	isotig14749_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14204
OG0002924	isotig11045_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18209
OG0002925	isotig03748_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18204
OG0002926	isotig17568_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10456
OG0002927	GCKDGN102C6I6G_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16060
OG0002928	isotig03447_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12328
OG0002930	isotig03465_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03933
OG0002932	isotig09760_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15657
OG0002933	isotig30582_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15801
OG0002934	isotig23101_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10879
OG0002935	isotig06300_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07359
OG0002936	isotig23845_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02189
OG0002937	isotig26756_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07132
OG0002938	isotig04972_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07138
OG0002939	isotig10445_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09211
OG0002941	isotig25895_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11005
OG0002942	isotig14109_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05864
OG0002943	isotig24385_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05517
OG0002944	isotig13599_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01194
OG0002945	isotig06890_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01197
OG0002946	isotig04817_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03320
OG0002948	GCKDGN102D1LRD_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16598
OG0002949	isotig12446_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07602
OG0002950	isotig18701_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06604
OG0002951	isotig02482_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08112
OG0002952	isotig09395_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17635
OG0002953	isotig10514_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15584
OG0002954	GCKDGN101BH0JR_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00744
OG0002955	isotig02905_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00740
OG0002956	isotig01028_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08449
OG0002958	GE906357_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14189
OG0002959	isotig10001_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18691
OG0002960	isotig02382_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18699
OG0002961	isotig04272_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12001
OG0002962	GCKDGN103HA6X6_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14235
OG0002963	GCKDGN101AYUGV_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06319
OG0002964	isotig21050_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11642
OG0002965	isotig03227_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig19144
OG0002968	isotig03586_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11630
OG0002969	isotig26764_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10992
OG0002970	isotig04736_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10993
OG0002972	isotig03543_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16303
OG0002973	isotig10570_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16697
OG0002974	isotig14701_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03135
OG0002975	isotig05251_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15349
OG0002976	isotig03511_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01080
OG0002977	isotig06077_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17026
OG0002981	GCKDGN102D22TF_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18198
OG0002983	GE911245_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07905
OG0002985	isotig04711_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02539
OG0002988	isotig05898_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09717
OG0002989	GCKDGN101BZF8Z_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12341
OG0002990	isotig08892_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12343
OG0002991	isotig07883_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16976
OG0002992	GCKDGN101AU6YP_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10850
OG0002996	isotig04997_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02812
OG0002997	isotig13982_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06826
OG0002998	isotig06173_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04684
OG0002999	isotig13726_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04681
OG0003000	isotig03580_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10098
OG0003002	isotig03636_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11067
OG0003006	GCKDGN103F2NN6_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03300
OG0003007	GCKDGN102DWA7C_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00375
OG0003009	isotig05960_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18055
OG0003010	isotig22023_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15610
OG0003012	isotig20654_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08175
OG0003015	isotig09106_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09088
OG0003017	isotig01190_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10083
OG0003018	isotig18105_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00760
OG0003019	isotig05190_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18911
OG0003020	isotig01612_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13753
OG0003021	isotig02298_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13754
OG0003022	isotig32417_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02940
OG0003023	GCKDGN102D1VZX_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02237
OG0003024	isotig03579_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14255
OG0003025	isotig14526_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14256
OG0003026	isotig04269_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01419
OG0003029	isotig03541_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12488
OG0003030	isotig24085_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12487
OG0003031	isotig18031_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03543
OG0003033	isotig06090_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03548
OG0003034	isotig03256_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16629
OG0003035	isotig05171_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15353
OG0003037	isotig25694_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17507
OG0003039	isotig07815_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11598
OG0003040	isotig03719_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17831
OG0003041	isotig23675_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12158
OG0003042	isotig00203_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16711
OG0003043	isotig19629_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00154
OG0003045	GCKDGN101BTSP9_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00164
OG0003046	isotig03250_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10185
OG0003047	GCKDGN102EWK8W_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13933
