"","orthogroup","gene_Sid","isotig"
"N0.HOG0002469","N0.HOG0002469","Siderastrea_Mexico_Barshis-Radice_Host_contig08267","isotig09419_Past"
"N0.HOG0002470","N0.HOG0002470","Siderastrea_Mexico_Barshis-Radice_Host_contig02522","isotig10171_Past"
"N0.HOG0002471","N0.HOG0002471","Siderastrea_Mexico_Barshis-Radice_Host_contig13037","GCKDGN103GEHWU_Past"
"N0.HOG0002476","N0.HOG0002476","Siderastrea_Mexico_Barshis-Radice_Host_contig05062","isotig25144_Past"
"N0.HOG0002477","N0.HOG0002477","Siderastrea_Mexico_Barshis-Radice_Host_contig05063","isotig17379_Past"
"N0.HOG0002478","N0.HOG0002478","Siderastrea_Mexico_Barshis-Radice_Host_contig05067","isotig06594_Past"
"N0.HOG0002479","N0.HOG0002479","Siderastrea_Mexico_Barshis-Radice_Host_contig13664","isotig06716_Past"
"N0.HOG0002481","N0.HOG0002481","Siderastrea_Mexico_Barshis-Radice_Host_contig09607","isotig15480_Past"
"N0.HOG0002483","N0.HOG0002483","Siderastrea_Mexico_Barshis-Radice_Host_contig18874","isotig25655_Past"
"N0.HOG0002484","N0.HOG0002484","Siderastrea_Mexico_Barshis-Radice_Host_contig12988","GCKDGN103G3HAW_Past"
"N0.HOG0002487","N0.HOG0002487","Siderastrea_Mexico_Barshis-Radice_Host_contig16681","GCKDGN102C5F2F_Past"
"N0.HOG0002488","N0.HOG0002488","Siderastrea_Mexico_Barshis-Radice_Host_contig04821","isotig23626_Past"
"N0.HOG0002489","N0.HOG0002489","Siderastrea_Mexico_Barshis-Radice_Host_contig16900","GCKDGN101CDGJ4_Past"
"N0.HOG0002490","N0.HOG0002490","Siderastrea_Mexico_Barshis-Radice_Host_contig04229","isotig26780_Past"
"N0.HOG0002491","N0.HOG0002491","Siderastrea_Mexico_Barshis-Radice_Host_contig04926","GCKDGN101AMFHF_Past"
"N0.HOG0002493","N0.HOG0002493","Siderastrea_Mexico_Barshis-Radice_Host_contig07295","isotig16888_Past"
"N0.HOG0002495","N0.HOG0002495","Siderastrea_Mexico_Barshis-Radice_Host_contig09221","isotig05826_Past"
"N0.HOG0002496","N0.HOG0002496","Siderastrea_Mexico_Barshis-Radice_Host_contig00316","isotig00644_Past"
"N0.HOG0002499","N0.HOG0002499","Siderastrea_Mexico_Barshis-Radice_Host_contig16431","GCKDGN103HEJ3E_Past"
"N0.HOG0002502","N0.HOG0002502","Siderastrea_Mexico_Barshis-Radice_Host_contig08921","GCKDGN102EUZ32_Past"
"N0.HOG0002503","N0.HOG0002503","Siderastrea_Mexico_Barshis-Radice_Host_contig05525","isotig06878_Past"
"N0.HOG0002504","N0.HOG0002504","Siderastrea_Mexico_Barshis-Radice_Host_contig17102","GCKDGN101BA3WI_Past"
"N0.HOG0002508","N0.HOG0002508","Siderastrea_Mexico_Barshis-Radice_Host_contig04079","isotig30608_Past"
"N0.HOG0002510","N0.HOG0002510","Siderastrea_Mexico_Barshis-Radice_Host_contig10791","isotig11734_Past"
"N0.HOG0002512","N0.HOG0002512","Siderastrea_Mexico_Barshis-Radice_Host_contig05294","GCKDGN103GZC82_Past"
"N0.HOG0002516","N0.HOG0002516","Siderastrea_Mexico_Barshis-Radice_Host_contig18665","isotig24518_Past"
"N0.HOG0002517","N0.HOG0002517","Siderastrea_Mexico_Barshis-Radice_Host_contig09299","isotig01470_Past"
"N0.HOG0002518","N0.HOG0002518","Siderastrea_Mexico_Barshis-Radice_Host_contig06502","isotig03722_Past"
"N0.HOG0002519","N0.HOG0002519","Siderastrea_Mexico_Barshis-Radice_Host_contig18303","isotig12242_Past"
"N0.HOG0002521","N0.HOG0002521","Siderastrea_Mexico_Barshis-Radice_Host_contig10691","GCKDGN102DXPYD_Past"
"N0.HOG0002523","N0.HOG0002523","Siderastrea_Mexico_Barshis-Radice_Host_contig05290","isotig03070_Past"
"N0.HOG0002524","N0.HOG0002524","Siderastrea_Mexico_Barshis-Radice_Host_contig00820","isotig03167_Past"
"N0.HOG0002525","N0.HOG0002525","Siderastrea_Mexico_Barshis-Radice_Host_contig16237","isotig01304_Past"
"N0.HOG0002526","N0.HOG0002526","Siderastrea_Mexico_Barshis-Radice_Host_contig03596","isotig15877_Past"
"N0.HOG0002527","N0.HOG0002527","Siderastrea_Mexico_Barshis-Radice_Host_contig01990","isotig08248_Past"
"N0.HOG0002528","N0.HOG0002528","Siderastrea_Mexico_Barshis-Radice_Host_contig12693","GCKDGN102C9SK0_Past"
"N0.HOG0002529","N0.HOG0002529","Siderastrea_Mexico_Barshis-Radice_Host_contig12692","isotig20792_Past"
"N0.HOG0002530","N0.HOG0002530","Siderastrea_Mexico_Barshis-Radice_Host_contig02077","isotig03175_Past"
"N0.HOG0002531","N0.HOG0002531","Siderastrea_Mexico_Barshis-Radice_Host_contig06578","isotig08360_Past"
"N0.HOG0002532","N0.HOG0002532","Siderastrea_Mexico_Barshis-Radice_Host_contig06023","isotig16781_Past"
"N0.HOG0002533","N0.HOG0002533","Siderastrea_Mexico_Barshis-Radice_Host_contig06573","GCKDGN102DSLGA_Past"
"N0.HOG0002534","N0.HOG0002534","Siderastrea_Mexico_Barshis-Radice_Host_contig19255","isotig05051_Past"
"N0.HOG0002535","N0.HOG0002535","Siderastrea_Mexico_Barshis-Radice_Host_contig02873","isotig03201_Past"
"N0.HOG0002536","N0.HOG0002536","Siderastrea_Mexico_Barshis-Radice_Host_contig11316","isotig06101_Past"
"N0.HOG0002540","N0.HOG0002540","Siderastrea_Mexico_Barshis-Radice_Host_contig16595","isotig04329_Past"
"N0.HOG0002541","N0.HOG0002541","Siderastrea_Mexico_Barshis-Radice_Host_contig03034","GCKDGN103HDAZC_Past"
"N0.HOG0002543","N0.HOG0002543","Siderastrea_Mexico_Barshis-Radice_Host_contig04027","isotig10605_Past"
"N0.HOG0002545","N0.HOG0002545","Siderastrea_Mexico_Barshis-Radice_Host_contig05799","isotig09774_Past"
"N0.HOG0002546","N0.HOG0002546","Siderastrea_Mexico_Barshis-Radice_Host_contig06774","isotig05537_Past"
"N0.HOG0002548","N0.HOG0002548","Siderastrea_Mexico_Barshis-Radice_Host_contig05882","isotig04622_Past"
"N0.HOG0002549","N0.HOG0002549","Siderastrea_Mexico_Barshis-Radice_Host_contig09196","isotig06852_Past"
"N0.HOG0002550","N0.HOG0002550","Siderastrea_Mexico_Barshis-Radice_Host_contig11865","isotig08921_Past"
"N0.HOG0002551","N0.HOG0002551","Siderastrea_Mexico_Barshis-Radice_Host_contig11861","isotig11992_Past"
"N0.HOG0002555","N0.HOG0002555","Siderastrea_Mexico_Barshis-Radice_Host_contig13642","isotig06073_Past"
"N0.HOG0002556","N0.HOG0002556","Siderastrea_Mexico_Barshis-Radice_Host_contig17081","isotig25915_Past"
"N0.HOG0002560","N0.HOG0002560","Siderastrea_Mexico_Barshis-Radice_Host_contig01835","isotig14063_Past"
"N0.HOG0002561","N0.HOG0002561","Siderastrea_Mexico_Barshis-Radice_Host_contig01508","GCKDGN103G5PQM_Past"
"N0.HOG0002563","N0.HOG0002563","Siderastrea_Mexico_Barshis-Radice_Host_contig01527","isotig06372_Past"
"N0.HOG0002565","N0.HOG0002565","Siderastrea_Mexico_Barshis-Radice_Host_contig11489","isotig03628_Past"
"N0.HOG0002566","N0.HOG0002566","Siderastrea_Mexico_Barshis-Radice_Host_contig11485","isotig08986_Past"
"N0.HOG0002567","N0.HOG0002567","Siderastrea_Mexico_Barshis-Radice_Host_contig08446","isotig07536_Past"
"N0.HOG0002569","N0.HOG0002569","Siderastrea_Mexico_Barshis-Radice_Host_contig16064","isotig08785_Past"
"N0.HOG0002570","N0.HOG0002570","Siderastrea_Mexico_Barshis-Radice_Host_contig16066","isotig29764_Past"
"N0.HOG0002571","N0.HOG0002571","Siderastrea_Mexico_Barshis-Radice_Host_contig04841","isotig06733_Past"
"N0.HOG0002572","N0.HOG0002572","Siderastrea_Mexico_Barshis-Radice_Host_contig05370","GE914268_Past"
"N0.HOG0002575","N0.HOG0002575","Siderastrea_Mexico_Barshis-Radice_Host_contig01787","GCKDGN101AZ1C6_Past"
"N0.HOG0002576","N0.HOG0002576","Siderastrea_Mexico_Barshis-Radice_Host_contig17123","isotig08558_Past"
"N0.HOG0002578","N0.HOG0002578","Siderastrea_Mexico_Barshis-Radice_Host_contig16454","isotig08575_Past"
"N0.HOG0002579","N0.HOG0002579","Siderastrea_Mexico_Barshis-Radice_Host_contig09949","isotig03494_Past"
"N0.HOG0002581","N0.HOG0002581","Siderastrea_Mexico_Barshis-Radice_Host_contig17550","isotig07234_Past"
"N0.HOG0002582","N0.HOG0002582","Siderastrea_Mexico_Barshis-Radice_Host_contig07334","isotig12194_Past"
"N0.HOG0002583","N0.HOG0002583","Siderastrea_Mexico_Barshis-Radice_Host_contig11100","isotig19221_Past"
"N0.HOG0002584","N0.HOG0002584","Siderastrea_Mexico_Barshis-Radice_Host_contig03632","isotig07412_Past"
"N0.HOG0002585","N0.HOG0002585","Siderastrea_Mexico_Barshis-Radice_Host_contig17125","isotig10476_Past"
"N0.HOG0002586","N0.HOG0002586","Siderastrea_Mexico_Barshis-Radice_Host_contig05453","isotig07690_Past"
"N0.HOG0002588","N0.HOG0002588","Siderastrea_Mexico_Barshis-Radice_Host_contig15756","isotig06822_Past"
"N0.HOG0002590","N0.HOG0002590","Siderastrea_Mexico_Barshis-Radice_Host_contig10506","isotig01368_Past"
"N0.HOG0002592","N0.HOG0002592","Siderastrea_Mexico_Barshis-Radice_Host_contig10672","isotig27200_Past"
"N0.HOG0002594","N0.HOG0002594","Siderastrea_Mexico_Barshis-Radice_Host_contig03828","isotig11960_Past"
"N0.HOG0002595","N0.HOG0002595","Siderastrea_Mexico_Barshis-Radice_Host_contig12902","isotig06097_Past"
"N0.HOG0002596","N0.HOG0002596","Siderastrea_Mexico_Barshis-Radice_Host_contig10094","isotig01254_Past"
"N0.HOG0002597","N0.HOG0002597","Siderastrea_Mexico_Barshis-Radice_Host_contig16213","isotig17648_Past"
"N0.HOG0002599","N0.HOG0002599","Siderastrea_Mexico_Barshis-Radice_Host_contig16219","isotig05800_Past"
"N0.HOG0002601","N0.HOG0002601","Siderastrea_Mexico_Barshis-Radice_Host_contig01978","isotig02286_Past"
"N0.HOG0002602","N0.HOG0002602","Siderastrea_Mexico_Barshis-Radice_Host_contig12197","isotig03173_Past"
"N0.HOG0002604","N0.HOG0002604","Siderastrea_Mexico_Barshis-Radice_Host_contig17321","isotig03183_Past"
"N0.HOG0002605","N0.HOG0002605","Siderastrea_Mexico_Barshis-Radice_Host_contig09733","isotig11856_Past"
"N0.HOG0002606","N0.HOG0002606","Siderastrea_Mexico_Barshis-Radice_Host_contig12755","isotig03976_Past"
"N0.HOG0002609","N0.HOG0002609","Siderastrea_Mexico_Barshis-Radice_Host_contig13366","isotig28313_Past"
"N0.HOG0002611","N0.HOG0002611","Siderastrea_Mexico_Barshis-Radice_Host_contig02056","GCKDGN101A7K45_Past"
"N0.HOG0002612","N0.HOG0002612","Siderastrea_Mexico_Barshis-Radice_Host_contig17208","isotig25378_Past"
"N0.HOG0002613","N0.HOG0002613","Siderastrea_Mexico_Barshis-Radice_Host_contig17325","isotig28119_Past"
"N0.HOG0002615","N0.HOG0002615","Siderastrea_Mexico_Barshis-Radice_Host_contig11299","isotig03572_Past"
"N0.HOG0002616","N0.HOG0002616","Siderastrea_Mexico_Barshis-Radice_Host_contig11292","isotig12756_Past"
"N0.HOG0002617","N0.HOG0002617","Siderastrea_Mexico_Barshis-Radice_Host_contig12012","GCKDGN101BCVR8_Past"
"N0.HOG0002618","N0.HOG0002618","Siderastrea_Mexico_Barshis-Radice_Host_contig12016","isotig12290_Past"
"N0.HOG0002619","N0.HOG0002619","Siderastrea_Mexico_Barshis-Radice_Host_contig10679","isotig06001_Past"
"N0.HOG0002621","N0.HOG0002621","Siderastrea_Mexico_Barshis-Radice_Host_contig05512","GCKDGN103GX8TM_Past"
"N0.HOG0002622","N0.HOG0002622","Siderastrea_Mexico_Barshis-Radice_Host_contig17994","isotig01564_Past"
"N0.HOG0002623","N0.HOG0002623","Siderastrea_Mexico_Barshis-Radice_Host_contig16869","isotig09022_Past"
"N0.HOG0002625","N0.HOG0002625","Siderastrea_Mexico_Barshis-Radice_Host_contig04045","isotig09458_Past"
"N0.HOG0002626","N0.HOG0002626","Siderastrea_Mexico_Barshis-Radice_Host_contig04047","isotig17252_Past"
"N0.HOG0002628","N0.HOG0002628","Siderastrea_Mexico_Barshis-Radice_Host_contig07466","isotig11697_Past"
"N0.HOG0002629","N0.HOG0002629","Siderastrea_Mexico_Barshis-Radice_Host_contig07467","isotig25929_Past"
"N0.HOG0002630","N0.HOG0002630","Siderastrea_Mexico_Barshis-Radice_Host_contig07464","isotig09870_Past"
"N0.HOG0002632","N0.HOG0002632","Siderastrea_Mexico_Barshis-Radice_Host_contig16936","isotig19854_Past"
"N0.HOG0002633","N0.HOG0002633","Siderastrea_Mexico_Barshis-Radice_Host_contig15107","GCKDGN102DPT4M_Past"
"N0.HOG0002634","N0.HOG0002634","Siderastrea_Mexico_Barshis-Radice_Host_contig03322","isotig06186_Past"
"N0.HOG0002635","N0.HOG0002635","Siderastrea_Mexico_Barshis-Radice_Host_contig08596","isotig04254_Past"
"N0.HOG0002636","N0.HOG0002636","Siderastrea_Mexico_Barshis-Radice_Host_contig06754","isotig03374_Past"
"N0.HOG0002638","N0.HOG0002638","Siderastrea_Mexico_Barshis-Radice_Host_contig01158","isotig22489_Past"
"N0.HOG0002639","N0.HOG0002639","Siderastrea_Mexico_Barshis-Radice_Host_contig02492","isotig10747_Past"
"N0.HOG0002642","N0.HOG0002642","Siderastrea_Mexico_Barshis-Radice_Host_contig05805","isotig17185_Past"
"N0.HOG0002643","N0.HOG0002643","Siderastrea_Mexico_Barshis-Radice_Host_contig11849","isotig06713_Past"
"N0.HOG0002644","N0.HOG0002644","Siderastrea_Mexico_Barshis-Radice_Host_contig09319","isotig10032_Past"
"N0.HOG0002646","N0.HOG0002646","Siderastrea_Mexico_Barshis-Radice_Host_contig10714","isotig14137_Past"
"N0.HOG0002647","N0.HOG0002647","Siderastrea_Mexico_Barshis-Radice_Host_contig10712","isotig05861_Past"
"N0.HOG0002650","N0.HOG0002650","Siderastrea_Mexico_Barshis-Radice_Host_contig12573","GCKDGN101BNTH5_Past"
"N0.HOG0002651","N0.HOG0002651","Siderastrea_Mexico_Barshis-Radice_Host_contig06664","isotig03650_Past"
"N0.HOG0002652","N0.HOG0002652","Siderastrea_Mexico_Barshis-Radice_Host_contig12574","isotig18535_Past"
"N0.HOG0002656","N0.HOG0002656","Siderastrea_Mexico_Barshis-Radice_Host_contig12330","isotig00662_Past"
"N0.HOG0002658","N0.HOG0002658","Siderastrea_Mexico_Barshis-Radice_Host_contig04865","isotig22988_Past"
"N0.HOG0002659","N0.HOG0002659","Siderastrea_Mexico_Barshis-Radice_Host_contig04862","GCKDGN102DEYEC_Past"
"N0.HOG0002660","N0.HOG0002660","Siderastrea_Mexico_Barshis-Radice_Host_contig17225","isotig20269_Past"
"N0.HOG0002661","N0.HOG0002661","Siderastrea_Mexico_Barshis-Radice_Host_contig17227","isotig04689_Past"
"N0.HOG0002662","N0.HOG0002662","Siderastrea_Mexico_Barshis-Radice_Host_contig15921","isotig18257_Past"
"N0.HOG0002663","N0.HOG0002663","Siderastrea_Mexico_Barshis-Radice_Host_contig07251","isotig09546_Past"
"N0.HOG0002665","N0.HOG0002665","Siderastrea_Mexico_Barshis-Radice_Host_contig04034","isotig14030_Past"
"N0.HOG0002666","N0.HOG0002666","Siderastrea_Mexico_Barshis-Radice_Host_contig12499","isotig11983_Past"
"N0.HOG0002667","N0.HOG0002667","Siderastrea_Mexico_Barshis-Radice_Host_contig13935","GCKDGN101BWG6G_Past"
"N0.HOG0002671","N0.HOG0002671","Siderastrea_Mexico_Barshis-Radice_Host_contig07785","isotig07429_Past"
"N0.HOG0002672","N0.HOG0002672","Siderastrea_Mexico_Barshis-Radice_Host_contig07789","isotig18255_Past"
"N0.HOG0002673","N0.HOG0002673","Siderastrea_Mexico_Barshis-Radice_Host_contig14528","isotig12803_Past"
"N0.HOG0002676","N0.HOG0002676","Siderastrea_Mexico_Barshis-Radice_Host_contig04782","isotig07858_Past"
"N0.HOG0002680","N0.HOG0002680","Siderastrea_Mexico_Barshis-Radice_Host_contig01092","isotig09112_Past"
"N0.HOG0002682","N0.HOG0002682","Siderastrea_Mexico_Barshis-Radice_Host_contig03204","isotig05833_Past"
"N0.HOG0002686","N0.HOG0002686","Siderastrea_Mexico_Barshis-Radice_Host_contig17306","isotig09387_Past"
"N0.HOG0002688","N0.HOG0002688","Siderastrea_Mexico_Barshis-Radice_Host_contig05098","isotig08109_Past"
"N0.HOG0002690","N0.HOG0002690","Siderastrea_Mexico_Barshis-Radice_Host_contig05627","isotig01690_Past"
"N0.HOG0002691","N0.HOG0002691","Siderastrea_Mexico_Barshis-Radice_Host_contig08786","isotig08485_Past"
"N0.HOG0002694","N0.HOG0002694","Siderastrea_Mexico_Barshis-Radice_Host_contig12964","isotig16739_Past"
"N0.HOG0002696","N0.HOG0002696","Siderastrea_Mexico_Barshis-Radice_Host_contig16275","isotig04351_Past"
"N0.HOG0002698","N0.HOG0002698","Siderastrea_Mexico_Barshis-Radice_Host_contig07031","isotig10660_Past"
"N0.HOG0002699","N0.HOG0002699","Siderastrea_Mexico_Barshis-Radice_Host_contig01953","isotig12421_Past"
"N0.HOG0002700","N0.HOG0002700","Siderastrea_Mexico_Barshis-Radice_Host_contig02516","isotig06944_Past"
"N0.HOG0002702","N0.HOG0002702","Siderastrea_Mexico_Barshis-Radice_Host_contig13386","isotig05517_Past"
"N0.HOG0002704","N0.HOG0002704","Siderastrea_Mexico_Barshis-Radice_Host_contig02033","isotig23133_Past"
"N0.HOG0002706","N0.HOG0002706","Siderastrea_Mexico_Barshis-Radice_Host_contig11720","isotig03278_Past"
"N0.HOG0002707","N0.HOG0002707","Siderastrea_Mexico_Barshis-Radice_Host_contig02038","isotig04553_Past"
"N0.HOG0002708","N0.HOG0002708","Siderastrea_Mexico_Barshis-Radice_Host_contig02039","isotig15949_Past"
"N0.HOG0002709","N0.HOG0002709","Siderastrea_Mexico_Barshis-Radice_Host_contig12381","isotig11132_Past"
"N0.HOG0002711","N0.HOG0002711","Siderastrea_Mexico_Barshis-Radice_Host_contig09884","isotig16159_Past"
"N0.HOG0002715","N0.HOG0002715","Siderastrea_Mexico_Barshis-Radice_Host_contig12039","GCKDGN101ARTUD_Past"
"N0.HOG0002716","N0.HOG0002716","Siderastrea_Mexico_Barshis-Radice_Host_contig12038","isotig05266_Past"
"N0.HOG0002717","N0.HOG0002717","Siderastrea_Mexico_Barshis-Radice_Host_contig12032","isotig26741_Past"
"N0.HOG0002718","N0.HOG0002718","Siderastrea_Mexico_Barshis-Radice_Host_contig03787","isotig27251_Past"
"N0.HOG0002719","N0.HOG0002719","Siderastrea_Mexico_Barshis-Radice_Host_contig10899","GCKDGN101AODH3_Past"
"N0.HOG0002720","N0.HOG0002720","Siderastrea_Mexico_Barshis-Radice_Host_contig11729","isotig21290_Past"
"N0.HOG0002722","N0.HOG0002722","Siderastrea_Mexico_Barshis-Radice_Host_contig16806","isotig03544_Past"
"N0.HOG0002723","N0.HOG0002723","Siderastrea_Mexico_Barshis-Radice_Host_contig16807","isotig26022_Past"
"N0.HOG0002725","N0.HOG0002725","Siderastrea_Mexico_Barshis-Radice_Host_contig12450","GE913205_Past"
"N0.HOG0002727","N0.HOG0002727","Siderastrea_Mexico_Barshis-Radice_Host_contig15124","isotig08325_Past"
"N0.HOG0002728","N0.HOG0002728","Siderastrea_Mexico_Barshis-Radice_Host_contig15126","isotig09454_Past"
"N0.HOG0002729","N0.HOG0002729","Siderastrea_Mexico_Barshis-Radice_Host_contig13107","isotig29065_Past"
"N0.HOG0002730","N0.HOG0002730","Siderastrea_Mexico_Barshis-Radice_Host_contig05334","GCKDGN101B7C7X_Past"
"N0.HOG0002731","N0.HOG0002731","Siderastrea_Mexico_Barshis-Radice_Host_contig05330","isotig06612_Past"
"N0.HOG0002733","N0.HOG0002733","Siderastrea_Mexico_Barshis-Radice_Host_contig13810","isotig03441_Past"
"N0.HOG0002734","N0.HOG0002734","Siderastrea_Mexico_Barshis-Radice_Host_contig01676","isotig29209_Past"
"N0.HOG0002735","N0.HOG0002735","Siderastrea_Mexico_Barshis-Radice_Host_contig14659","GCKDGN102EG3OC_Past"
"N0.HOG0002736","N0.HOG0002736","Siderastrea_Mexico_Barshis-Radice_Host_contig11246","isotig08388_Past"
"N0.HOG0002737","N0.HOG0002737","Siderastrea_Mexico_Barshis-Radice_Host_contig12319","isotig09037_Past"
"N0.HOG0002738","N0.HOG0002738","Siderastrea_Mexico_Barshis-Radice_Host_contig07866","isotig32805_Past"
"N0.HOG0002739","N0.HOG0002739","Siderastrea_Mexico_Barshis-Radice_Host_contig09339","isotig03355_Past"
"N0.HOG0002740","N0.HOG0002740","Siderastrea_Mexico_Barshis-Radice_Host_contig07868","isotig04060_Past"
"N0.HOG0002744","N0.HOG0002744","Siderastrea_Mexico_Barshis-Radice_Host_contig18892","isotig01626_Past"
"N0.HOG0002745","N0.HOG0002745","Siderastrea_Mexico_Barshis-Radice_Host_contig18891","isotig04185_Past"
"N0.HOG0002746","N0.HOG0002746","Siderastrea_Mexico_Barshis-Radice_Host_contig10771","isotig31082_Past"
"N0.HOG0002747","N0.HOG0002747","Siderastrea_Mexico_Barshis-Radice_Host_contig16399","isotig27028_Past"
"N0.HOG0002748","N0.HOG0002748","Siderastrea_Mexico_Barshis-Radice_Host_contig16396","isotig03776_Past"
"N0.HOG0002751","N0.HOG0002751","Siderastrea_Mexico_Barshis-Radice_Host_contig04882","isotig07838_Past"
"N0.HOG0002752","N0.HOG0002752","Siderastrea_Mexico_Barshis-Radice_Host_contig08807","isotig04307_Past"
"N0.HOG0002753","N0.HOG0002753","Siderastrea_Mexico_Barshis-Radice_Host_contig15452","isotig08510_Past"
"N0.HOG0002755","N0.HOG0002755","Siderastrea_Mexico_Barshis-Radice_Host_contig12271","isotig20844_Past"
"N0.HOG0002756","N0.HOG0002756","Siderastrea_Mexico_Barshis-Radice_Host_contig14892","isotig00989_Past"
"N0.HOG0002757","N0.HOG0002757","Siderastrea_Mexico_Barshis-Radice_Host_contig07055","isotig04672_Past"
"N0.HOG0002758","N0.HOG0002758","Siderastrea_Mexico_Barshis-Radice_Host_contig07051","GCKDGN102DB6DC_Past"
"N0.HOG0002759","N0.HOG0002759","Siderastrea_Mexico_Barshis-Radice_Host_contig07050","isotig05667_Past"
"N0.HOG0002760","N0.HOG0002760","Siderastrea_Mexico_Barshis-Radice_Host_contig08940","isotig09100_Past"
"N0.HOG0002762","N0.HOG0002762","Siderastrea_Mexico_Barshis-Radice_Host_contig14655","isotig04610_Past"
"N0.HOG0002763","N0.HOG0002763","Siderastrea_Mexico_Barshis-Radice_Host_contig15458","isotig08952_Past"
"N0.HOG0002764","N0.HOG0002764","Siderastrea_Mexico_Barshis-Radice_Host_contig11148","isotig05908_Past"
"N0.HOG0002768","N0.HOG0002768","Siderastrea_Mexico_Barshis-Radice_Host_contig08414","GCKDGN101AWEEQ_Past"
"N0.HOG0002769","N0.HOG0002769","Siderastrea_Mexico_Barshis-Radice_Host_contig08415","isotig03221_Past"
"N0.HOG0002771","N0.HOG0002771","Siderastrea_Mexico_Barshis-Radice_Host_contig18965","isotig11666_Past"
"N0.HOG0002772","N0.HOG0002772","Siderastrea_Mexico_Barshis-Radice_Host_contig18392","isotig15521_Past"
"N0.HOG0002773","N0.HOG0002773","Siderastrea_Mexico_Barshis-Radice_Host_contig18395","isotig08400_Past"
"N0.HOG0002774","N0.HOG0002774","Siderastrea_Mexico_Barshis-Radice_Host_contig18396","isotig06347_Past"
"N0.HOG0002777","N0.HOG0002777","Siderastrea_Mexico_Barshis-Radice_Host_contig00557","GCKDGN101BSYAR_Past"
"N0.HOG0002778","N0.HOG0002778","Siderastrea_Mexico_Barshis-Radice_Host_contig05102","isotig06549_Past"
"N0.HOG0002779","N0.HOG0002779","Siderastrea_Mexico_Barshis-Radice_Host_contig05101","isotig07767_Past"
"N0.HOG0002780","N0.HOG0002780","Siderastrea_Mexico_Barshis-Radice_Host_contig05107","GCKDGN101B7MC4_Past"
"N0.HOG0002781","N0.HOG0002781","Siderastrea_Mexico_Barshis-Radice_Host_contig00881","GCKDGN103GT1OG_Past"
"N0.HOG0002782","N0.HOG0002782","Siderastrea_Mexico_Barshis-Radice_Host_contig12948","isotig07224_Past"
"N0.HOG0002785","N0.HOG0002785","Siderastrea_Mexico_Barshis-Radice_Host_contig13014","isotig16516_Past"
"N0.HOG0002787","N0.HOG0002787","Siderastrea_Mexico_Barshis-Radice_Host_contig02578","isotig07748_Past"
"N0.HOG0002788","N0.HOG0002788","Siderastrea_Mexico_Barshis-Radice_Host_contig07734","GCKDGN103GSQKS_Past"
"N0.HOG0002789","N0.HOG0002789","Siderastrea_Mexico_Barshis-Radice_Host_contig11709","isotig06839_Past"
"N0.HOG0002790","N0.HOG0002790","Siderastrea_Mexico_Barshis-Radice_Host_contig03429","isotig00823_Past"
"N0.HOG0002791","N0.HOG0002791","Siderastrea_Mexico_Barshis-Radice_Host_contig12057","isotig10939_Past"
"N0.HOG0002792","N0.HOG0002792","Siderastrea_Mexico_Barshis-Radice_Host_contig09341","isotig08278_Past"
"N0.HOG0002793","N0.HOG0002793","Siderastrea_Mexico_Barshis-Radice_Host_contig09616","isotig03364_Past"
"N0.HOG0002794","N0.HOG0002794","Siderastrea_Mexico_Barshis-Radice_Host_contig19149","isotig10884_Past"
"N0.HOG0002795","N0.HOG0002795","Siderastrea_Mexico_Barshis-Radice_Host_contig08882","isotig12080_Past"
"N0.HOG0002797","N0.HOG0002797","Siderastrea_Mexico_Barshis-Radice_Host_contig13830","isotig05600_Past"
"N0.HOG0002799","N0.HOG0002799","Siderastrea_Mexico_Barshis-Radice_Host_contig09139","isotig13791_Past"
"N0.HOG0002803","N0.HOG0002803","Siderastrea_Mexico_Barshis-Radice_Host_contig11888","isotig05603_Past"
"N0.HOG0002804","N0.HOG0002804","Siderastrea_Mexico_Barshis-Radice_Host_contig14677","isotig28717_Past"
"N0.HOG0002805","N0.HOG0002805","Siderastrea_Mexico_Barshis-Radice_Host_contig08625","GCKDGN102C76SZ_Past"
"N0.HOG0002806","N0.HOG0002806","Siderastrea_Mexico_Barshis-Radice_Host_contig08626","isotig20146_Past"
"N0.HOG0002807","N0.HOG0002807","Siderastrea_Mexico_Barshis-Radice_Host_contig08628","GCKDGN101CAONE_Past"
"N0.HOG0002808","N0.HOG0002808","Siderastrea_Mexico_Barshis-Radice_Host_contig13484","isotig12076_Past"
"N0.HOG0002809","N0.HOG0002809","Siderastrea_Mexico_Barshis-Radice_Host_contig13482","GCKDGN102EBB8Z_Past"
"N0.HOG0002810","N0.HOG0002810","Siderastrea_Mexico_Barshis-Radice_Host_contig18560","GCKDGN103GCC94_Past"
"N0.HOG0002811","N0.HOG0002811","Siderastrea_Mexico_Barshis-Radice_Host_contig18569","isotig12850_Past"
"N0.HOG0002812","N0.HOG0002812","Siderastrea_Mexico_Barshis-Radice_Host_contig12537","isotig03078_Past"
"N0.HOG0002813","N0.HOG0002813","Siderastrea_Mexico_Barshis-Radice_Host_contig12282","isotig24406_Past"
"N0.HOG0002815","N0.HOG0002815","Siderastrea_Mexico_Barshis-Radice_Host_contig05925","isotig09607_Past"
"N0.HOG0002817","N0.HOG0002817","Siderastrea_Mexico_Barshis-Radice_Host_contig17189","GCKDGN102ESXEA_Past"
