Orthogroup	10714_past_LongestContig_500ln_suffixed	19222_Sid_GoodCoral_500lnThresh_Final
OG0000684	isotig04962_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16884, Siderastrea_Mexico_Barshis-Radice_Host_contig18256
OG0000685	isotig00398_Past, isotig00596_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15702
OG0000686	isotig11637_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14855, Siderastrea_Mexico_Barshis-Radice_Host_contig06563
OG0000687	isotig04221_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18351, Siderastrea_Mexico_Barshis-Radice_Host_contig00336
OG0000688	isotig03426_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16575, Siderastrea_Mexico_Barshis-Radice_Host_contig00972
OG0000689	isotig00011_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17838, Siderastrea_Mexico_Barshis-Radice_Host_contig12980
OG0000690	isotig00867_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18523, Siderastrea_Mexico_Barshis-Radice_Host_contig14188
OG0000691	isotig00857_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14743, Siderastrea_Mexico_Barshis-Radice_Host_contig04917
OG0000692	isotig07024_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10980, Siderastrea_Mexico_Barshis-Radice_Host_contig04403
OG0000693	isotig06371_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14357, Siderastrea_Mexico_Barshis-Radice_Host_contig04321
OG0000694	isotig09228_Past, isotig04309_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15785
OG0000695	isotig13763_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15207, Siderastrea_Mexico_Barshis-Radice_Host_contig10336
OG0000696	isotig08632_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09004, Siderastrea_Mexico_Barshis-Radice_Host_contig09490
OG0000697	isotig06203_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11939, Siderastrea_Mexico_Barshis-Radice_Host_contig17656
OG0000698	isotig07708_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17966, Siderastrea_Mexico_Barshis-Radice_Host_contig13332
OG0000699	isotig05895_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11213, Siderastrea_Mexico_Barshis-Radice_Host_contig12624
OG0000700	isotig13579_Past, isotig07278_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11387
OG0000701	isotig08552_Past, isotig01202_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01731
OG0000702	isotig00821_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17173, Siderastrea_Mexico_Barshis-Radice_Host_contig05117
OG0000703	isotig03845_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15164, Siderastrea_Mexico_Barshis-Radice_Host_contig10921
OG0000704	isotig03795_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05884, Siderastrea_Mexico_Barshis-Radice_Host_contig13176
OG0000705	isotig06306_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17777, Siderastrea_Mexico_Barshis-Radice_Host_contig04294
OG0000706	isotig11375_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18805, Siderastrea_Mexico_Barshis-Radice_Host_contig14984
OG0000707	isotig08282_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09849, Siderastrea_Mexico_Barshis-Radice_Host_contig01428
OG0000708	isotig13012_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02816, Siderastrea_Mexico_Barshis-Radice_Host_contig10267
OG0000709	isotig07222_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08046, Siderastrea_Mexico_Barshis-Radice_Host_contig06323
OG0000710	isotig03163_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11279, Siderastrea_Mexico_Barshis-Radice_Host_contig02970
OG0000711	isotig10038_Past, isotig13052_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01421
OG0000712	isotig05566_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00380, Siderastrea_Mexico_Barshis-Radice_Host_contig16581
OG0000713	isotig12077_Past, isotig00485_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06851
OG0000714	isotig04947_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09916, Siderastrea_Mexico_Barshis-Radice_Host_contig11079
OG0000715	isotig03906_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06382, Siderastrea_Mexico_Barshis-Radice_Host_contig02204
OG0000716	isotig04478_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17439, Siderastrea_Mexico_Barshis-Radice_Host_contig07500
OG0000717	isotig06747_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04232, Siderastrea_Mexico_Barshis-Radice_Host_contig14256
OG0000718	isotig05521_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11383, Siderastrea_Mexico_Barshis-Radice_Host_contig08761
OG0000719	isotig06246_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09631, Siderastrea_Mexico_Barshis-Radice_Host_contig16233
OG0000720	GE913042_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11402, Siderastrea_Mexico_Barshis-Radice_Host_contig04539
OG0000721	isotig10946_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07814, Siderastrea_Mexico_Barshis-Radice_Host_contig01218
OG0000722	isotig04225_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11429, Siderastrea_Mexico_Barshis-Radice_Host_contig01230
OG0000723	isotig02382_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18699, Siderastrea_Mexico_Barshis-Radice_Host_contig10669
OG0000724	isotig05876_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14267, Siderastrea_Mexico_Barshis-Radice_Host_contig02454
OG0000725	isotig08416_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07993, Siderastrea_Mexico_Barshis-Radice_Host_contig03658
OG0000726	isotig03318_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15841, Siderastrea_Mexico_Barshis-Radice_Host_contig10761
OG0000727	isotig05277_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03196, Siderastrea_Mexico_Barshis-Radice_Host_contig11309
OG0000728	isotig03222_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11639, Siderastrea_Mexico_Barshis-Radice_Host_contig05474
OG0000950	isotig13428_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12228
OG0000953	isotig10636_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04248
OG0000954	isotig08986_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11485
OG0000955	isotig03185_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04549
OG0000956	isotig07540_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10662
OG0000957	isotig06594_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05067
OG0000958	isotig05395_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16358
OG0000959	isotig13717_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02347
OG0000961	isotig10449_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09142
OG0000964	isotig03392_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17351
OG0000965	isotig06077_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17026
OG0000967	isotig10705_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14852
OG0000968	isotig03457_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18254
OG0000969	isotig05960_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18055
OG0000971	isotig04991_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09001
OG0000972	isotig09393_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03867
OG0000974	isotig11473_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10702
OG0000976	isotig08353_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04304
OG0000977	isotig03256_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16629
OG0000980	isotig09241_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13206
OG0000981	isotig07294_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04825
OG0000982	isotig03357_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08164
OG0000985	isotig09274_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04812
OG0000987	isotig14003_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06632
OG0000988	GE913205_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12450
OG0000992	isotig05154_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08721
OG0000993	isotig01472_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12327
OG0000994	isotig05413_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05440
OG0000995	GE916834_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig19124
OG0000998	isotig00823_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03429
OG0001000	isotig10829_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04105
OG0001001	isotig10514_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15584
OG0001002	isotig13625_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04850
OG0001006	isotig01722_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08726
OG0001008	isotig02298_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13754
OG0001009	isotig02286_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01978
OG0001010	isotig03247_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01536
OG0001011	isotig04005_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01656
OG0001012	isotig04249_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01074
OG0001013	isotig13836_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01779
OG0001017	isotig05830_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11461
OG0001018	isotig04327_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18469
OG0001020	isotig08481_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01642
OG0001021	isotig04572_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12693
OG0001024	isotig03273_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14531
OG0001026	isotig03722_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06502
OG0001027	isotig07746_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14109
OG0001028	isotig04613_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11389
OG0001030	isotig01490_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00713
OG0001031	isotig10939_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12057
OG0001035	isotig08231_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07221
OG0001038	isotig08713_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11924
OG0001039	isotig10595_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11412
OG0001042	isotig07725_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09635
OG0001043	isotig09491_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08385
OG0001045	isotig06071_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04508
OG0001047	GE911245_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07905
OG0001048	isotig04448_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07122
OG0001051	isotig05147_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02600
OG0001052	isotig09985_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04893
OG0001053	isotig03515_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig19046
OG0001055	isotig03244_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00218
OG0001056	isotig07707_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02521
OG0001057	isotig05537_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06774
OG0001058	isotig10883_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05912
OG0001059	isotig11697_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07466
OG0001061	isotig09327_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16622
OG0001062	isotig09785_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06642
OG0001064	isotig06543_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06871
OG0001067	isotig03748_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18204
OG0001069	isotig11229_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17615
OG0001070	isotig01058_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16769
OG0001073	isotig07091_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07750
OG0001076	isotig05720_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06058
OG0001077	isotig10207_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18813
OG0001078	isotig04986_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01075
OG0001079	isotig06898_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15111
OG0001080	isotig06975_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01705
OG0001081	isotig09760_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15657
OG0001083	isotig08872_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17791
OG0001085	isotig09433_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17584
OG0001088	isotig04163_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13788
OG0001090	isotig11132_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12381
OG0001091	isotig07767_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05101
OG0001092	isotig07605_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13537
OG0001093	isotig12644_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11320
OG0001094	isotig03861_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15636
OG0001095	isotig03805_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14689
OG0001098	isotig01210_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17825
OG0001101	isotig07121_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15673
OG0001102	isotig10504_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12662
OG0001103	isotig02316_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04451
OG0001105	isotig09969_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08291
OG0001106	isotig00989_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14892
OG0001107	isotig08999_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06061
OG0001108	isotig03494_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09949
OG0001110	isotig05458_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17366
OG0001112	isotig05640_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10059
OG0001115	isotig12100_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09523
OG0001116	isotig08248_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01990
OG0001119	isotig12010_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16913
OG0001120	isotig11468_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14602
OG0001121	isotig00831_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17483
OG0001122	isotig05655_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03703
OG0001123	isotig03388_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01320
OG0001124	isotig04422_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18230
OG0001125	isotig03678_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15933
OG0001127	isotig09244_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01101
OG0001128	isotig08783_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07819
OG0001131	isotig01190_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10083
OG0001132	isotig03202_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17178
OG0001134	isotig12076_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13484
OG0001136	isotig08044_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03620
OG0001137	isotig05768_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02782
OG0001139	isotig10445_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09211
OG0001140	isotig03289_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06611
OG0001141	isotig08456_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06154
OG0001143	isotig07479_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10384
OG0001144	isotig04483_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02435
OG0001145	isotig03848_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06996
OG0001146	isotig03758_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06486
OG0001147	isotig06527_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05907
OG0001148	isotig02482_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08112
OG0001150	isotig05439_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06434
OG0001151	isotig03705_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17488
OG0001152	isotig03447_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12328
OG0001153	isotig02470_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17217
OG0001154	isotig07690_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05453
OG0001156	isotig03713_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09707
OG0001158	isotig03915_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09190
OG0001160	isotig10746_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10428
OG0001161	isotig07317_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17518
OG0001162	isotig07213_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15604
OG0001165	isotig01254_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10094
OG0001167	isotig06845_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08368
OG0001168	isotig13808_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18176
OG0001169	isotig05408_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10800
OG0001170	isotig00662_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12330
OG0001171	isotig05530_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07576
OG0001174	isotig14030_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04034
OG0001175	isotig09458_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04045
OG0001176	isotig04662_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08895
OG0001177	isotig04659_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18657
OG0001179	isotig04772_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01988
OG0001180	isotig00358_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04038
OG0001182	isotig14215_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09564
OG0001183	isotig03413_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07396
OG0001185	isotig05735_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16610
OG0001186	isotig05368_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10169
OG0001189	isotig01742_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08508
OG0001190	isotig10476_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17125
OG0001191	isotig01214_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05405
OG0001192	isotig09642_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00236
OG0001195	isotig08575_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16454
OG0001196	isotig05792_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00529
OG0001198	isotig09083_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09061
OG0001199	isotig03179_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11925
OG0001200	isotig05598_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05537
OG0001201	isotig11837_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17347
OG0001203	isotig05181_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10560
OG0001204	isotig11042_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13567
OG0001205	isotig08325_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15124
OG0001206	isotig04595_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15094
OG0001207	isotig04581_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13271
OG0001208	isotig05800_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16219
OG0001209	isotig08665_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10970
OG0001210	isotig04060_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07868
OG0001211	isotig07302_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09108
OG0001212	isotig06372_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01527
OG0001215	isotig14063_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01835
OG0001217	isotig05891_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig00852
OG0001218	isotig01952_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18602
OG0001219	isotig03974_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06248
OG0001220	isotig01750_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10383
OG0001223	isotig05221_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05160
OG0001224	isotig11192_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09632
OG0001225	isotig14109_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05864
OG0001226	isotig07883_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16976
OG0001228	isotig03825_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11825
OG0001229	GE912258_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02864
OG0001230	GE911602_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02651
OG0001231	isotig06171_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10779
OG0001232	isotig03175_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02077
OG0001236	isotig04669_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12959
OG0001237	isotig09776_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02295
OG0001238	isotig04108_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01802
OG0001239	isotig04392_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13104
OG0001240	isotig08764_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13334
OG0001241	isotig11424_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13157
OG0001243	isotig01056_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07038
OG0001244	isotig12578_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04352
OG0001246	GE911365_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig12350
OG0001247	isotig09608_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04314
OG0001249	isotig03254_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11428
OG0001250	isotig06119_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02956
OG0001253	isotig10570_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16697
OG0001254	isotig09022_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16869
OG0001256	isotig03263_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05649
OG0001257	isotig01380_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11196
OG0001258	isotig05101_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10028
OG0001259	isotig03334_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09955
OG0001261	isotig06090_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03548
OG0001262	isotig11099_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07309
OG0001264	isotig07013_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14478
OG0001265	isotig10666_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig13051
OG0001266	isotig06173_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig04684
OG0001267	isotig02412_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02460
OG0001268	isotig06556_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11191
OG0001270	isotig06499_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17097
OG0001272	isotig00834_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01202
OG0001273	isotig11856_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09733
OG0001274	isotig10262_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14974
OG0001277	isotig04623_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15475
OG0001279	isotig03720_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03886
OG0001281	isotig00322_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10608
OG0001282	isotig05930_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01123
OG0001286	isotig13626_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06144
OG0001287	isotig04106_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig14306
OG0001288	isotig06597_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10655
OG0001289	isotig10660_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07031
OG0001290	isotig03432_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15768
OG0001291	isotig03608_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16846
OG0001293	isotig12460_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig07034
OG0001294	isotig11130_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig03187
OG0001295	isotig09395_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17635
OG0001296	isotig08278_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig09341
OG0001299	isotig09454_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig15126
OG0001300	isotig09380_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig02089
OG0001301	isotig08920_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08751
OG0001302	isotig09702_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig01213
OG0001304	isotig01040_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18002
OG0001308	isotig03699_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig19186
OG0001309	isotig00473_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05597
OG0001310	isotig03172_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10478
OG0001311	isotig12776_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05962
OG0001312	isotig04084_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18340
OG0001315	isotig06088_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig10985
OG0001316	isotig10427_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18460
OG0001317	isotig03466_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig11668
OG0001319	isotig01514_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig16388
OG0001320	isotig05339_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig06675
OG0001323	isotig04244_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig17109
OG0001324	isotig03482_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig18088
OG0001325	isotig08109_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig05098
OG0001326	isotig04307_Past	Siderastrea_Mexico_Barshis-Radice_Host_contig08807
